Age,Sexe,Taux_presence,Nombre_retards,Note_moyenne,Situation_familiale,Abandon
21,Homme,86.73420451010104,3,16.101352398987068,Marié,0
17,Homme,76.22157977893724,5,12.120363746571638,Marié,0
21,Homme,80.28906538609043,1,13.185414945225556,Enfants à charge,0
20,Homme,78.3019005516024,3,12.871525436128026,Enfants à charge,1
19,Homme,80.13699791459345,3,15.20047743644097,Marié,0
22,Homme,80.68701837480818,4,11.559459752289778,Célibataire,0
23,Homme,80.61384964059938,1,12.021659527153519,Célibataire,0
22,Femme,91.66667129424246,4,13.445134497564448,Célibataire,0
19,Homme,76.16109765549984,5,11.706307795289538,Célibataire,0
20,Homme,86.76433141611093,2,12.138878587604067,Marié,0
21,Homme,94.74367321844447,2,15.083890222085278,Marié,0
22,Homme,80.89442908389283,6,13.877711495997596,Célibataire,1
20,Homme,79.25664887401919,5,12.289904721727657,Enfants à charge,0
20,Homme,83.15580299855799,4,12.63068499080842,Célibataire,0
18,Homme,94.43780166688568,1,14.597509801349226,Célibataire,0
18,Homme,86.55286104762686,2,14.731440861695594,Marié,0
22,Femme,80.75028564313921,3,11.936710073232833,Célibataire,0
23,Homme,88.87101320950431,1,16.227047902024896,Célibataire,0
20,Homme,76.18166280130862,4,13.81060916791065,Célibataire,0
23,Homme,90.45087608354359,0,15.074382211193326,Célibataire,0
21,Homme,88.26885846161414,2,14.078813681165476,Marié,0
19,Femme,82.53753223088893,1,14.461289642874899,Enfants à charge,0
21,Femme,78.29131361242216,4,13.28849554409065,Célibataire,0
24,Femme,77.90655262173235,4,11.329991162200434,Célibataire,0
20,Femme,89.27853869076728,2,13.71522567047839,Marié,0
24,Femme,94.8318440199125,0,14.152429168303579,Enfants à charge,0
15,Femme,79.90153802376965,7,12.244295641899503,Célibataire,0
22,Femme,88.66709362841188,3,14.616691927718671,Célibataire,0
21,Femme,68.30378385118345,5,9.145641939816244,Marié,1
20,Femme,80.3230581547424,4,12.0432598183952,Marié,0
21,Femme,84.75152853703278,2,12.215475362973567,Célibataire,0
17,Femme,77.72253266414533,3,11.409580089377963,Marié,0
20,Femme,77.50794900168323,3,12.827209410478785,Célibataire,0
21,Femme,79.65776354824891,4,11.665182465559056,Marié,0
23,Femme,87.33754182661099,1,13.849805317959351,Marié,0
19,Femme,83.501367852749,4,11.347893449965033,Enfants à charge,0
19,Femme,67.09415013340022,7,10.101112729734696,Célibataire,0
19,Homme,68.03439877891947,7,10.01088649699327,Célibataire,0
22,Femme,80.1450785771426,3,11.942802536538228,Célibataire,0
21,Homme,88.66149268842841,2,13.960209605581786,Enfants à charge,0
19,Femme,63.01996125819812,8,9.283289069233163,Célibataire,1
22,Femme,81.00215859078696,3,11.9854556397087,Célibataire,0
21,Homme,80.79001714786062,3,11.292240028177314,Célibataire,0
22,Femme,96.10670222566759,2,17.071579766536953,Marié,0
19,Homme,81.91982550629709,3,12.304701121234292,Célibataire,0
20,Homme,88.06391187792742,3,13.762826678502224,Célibataire,0
20,Homme,86.1300571206997,1,14.98034830312527,Célibataire,0
18,Femme,67.9554681615424,5,13.972375411801846,Enfants à charge,1
21,Femme,91.1456577330539,1,13.477362210069218,Marié,0
21,Femme,86.72317204365031,2,14.308303020274055,Marié,0
21,Homme,89.06614911739672,1,13.702370082315403,Enfants à charge,0
20,Homme,100.0,0,15.711209695423289,Enfants à charge,0
18,Femme,68.32709648401129,4,9.978852451594904,Célibataire,1
20,Femme,98.79757319808887,0,14.943981011912744,Divorcé,0
20,Femme,82.70041984479715,4,12.813771614934911,Célibataire,0
19,Femme,87.29863123522408,3,12.270291998235376,Célibataire,0
20,Femme,84.63590203759006,2,14.492192872150378,Enfants à charge,0
21,Homme,81.60610933281565,2,13.145919335955723,Célibataire,0
24,Homme,80.44133657408993,2,13.33863545901493,Célibataire,0
21,Homme,87.63606988458407,2,13.529221870741388,Célibataire,0
21,Femme,72.86261042662656,6,10.612187629782238,Marié,1
20,Homme,91.00463334017412,2,14.788258906193446,Célibataire,0
17,Homme,81.67044476091797,3,11.736516081731871,Marié,0
20,Homme,75.95944528767714,3,11.685926358738236,Enfants à charge,1
21,Homme,81.39989713603349,3,12.00037105652657,Marié,0
25,Homme,95.05719373490058,0,14.618010249644072,Célibataire,0
20,Femme,80.71731930387021,3,10.647759654954891,Enfants à charge,1
21,Homme,87.86762894567696,3,15.169470931331542,Célibataire,0
20,Femme,79.15234979427622,4,11.636313715987663,Célibataire,0
18,Femme,91.06337479938895,1,15.872882275071893,Célibataire,0
23,Femme,90.48406191032163,0,15.891401607942537,Marié,0
22,Femme,99.7888706663713,0,14.932330893439202,Célibataire,0
22,Femme,83.59548843600628,4,11.900912029728095,Célibataire,0
19,Homme,90.34923843806325,1,17.162888725065173,Célibataire,0
23,Homme,85.78454031631156,4,15.068606989373876,Célibataire,0
18,Femme,95.36697425490411,2,15.123527624907512,Marié,0
22,Femme,79.24934089913016,5,12.394774241286873,Enfants à charge,0
25,Femme,90.96004250301824,2,13.863159972505548,Marié,0
19,Homme,83.44242163106655,3,13.598715958860323,Célibataire,0
19,Femme,84.48649458313201,4,12.40579228674733,Célibataire,0
21,Homme,85.73401987558698,3,11.477749217039662,Divorcé,0
19,Femme,87.01792317141341,2,12.58113268920096,Célibataire,0
17,Homme,84.07016765502433,2,13.481617896104238,Enfants à charge,0
21,Femme,86.7177054653642,2,12.726588584302043,Célibataire,0
18,Homme,97.62494446049747,0,15.826464204161088,Enfants à charge,0
21,Femme,92.88359748492175,1,13.9078785833054,Célibataire,0
19,Homme,91.95323673997517,2,13.86063158849428,Célibataire,0
24,Homme,81.35568379180903,1,14.106517875184547,Marié,0
19,Homme,77.8860733741734,5,12.180391553766116,Marié,0
20,Homme,92.64240446590202,2,14.736696248571954,Célibataire,0
22,Homme,92.00837434023835,1,15.730220124106403,Marié,0
18,Homme,96.78136540600785,1,16.047813404248526,Marié,0
21,Homme,80.16815499224616,3,14.12178654008829,Célibataire,0
23,Femme,83.16361075711723,4,12.464682351252444,Célibataire,0
17,Femme,71.88412669979652,6,10.402984026441972,Célibataire,0
21,Femme,81.86023115151302,2,11.827925406335607,Célibataire,0
21,Femme,92.97256408463558,1,14.566903895322918,Marié,0
22,Femme,81.26803696617442,3,13.80497543922861,Célibataire,0
18,Homme,90.12383836160659,2,15.668563126503122,Célibataire,0
18,Homme,83.47597515201751,2,14.331701440889294,Célibataire,0
22,Homme,87.59245622577248,4,11.794676567316435,Marié,0
21,Homme,75.81846888147466,5,12.705915544881933,Célibataire,0
21,Homme,85.6816755970712,2,11.86373271628861,Célibataire,0
21,Femme,61.070912232794214,6,10.10875415904148,Célibataire,1
19,Femme,83.50483073470411,2,13.007940083634562,Divorcé,0
21,Femme,71.95621405027887,6,11.545965421475685,Célibataire,0
21,Femme,94.64795613237453,1,13.914745071961615,Marié,0
19,Homme,91.21925882211609,3,15.504056456023559,Célibataire,0
24,Homme,88.73336785572864,3,12.495030432254408,Célibataire,0
21,Homme,97.16804981727503,1,14.956752561738078,Marié,0
18,Femme,77.4086678334013,4,11.063205547241159,Célibataire,0
22,Homme,98.97890558332446,0,14.342550984676171,Divorcé,0
19,Femme,92.45753251408308,1,15.013157444700932,Enfants à charge,0
22,Homme,83.10755770224843,4,14.722222773174225,Marié,0
23,Homme,94.08496117746355,1,17.82964939893954,Marié,0
19,Femme,76.14965190070693,5,11.769603572192286,Célibataire,0
22,Homme,78.40388670777861,4,13.327264281234314,Célibataire,0
21,Homme,80.1312822140824,2,13.101786970040896,Enfants à charge,0
22,Femme,80.76817833548787,3,13.264109945091395,Marié,0
24,Homme,76.54753885791797,4,11.589982177560456,Marié,0
20,Femme,94.7846645367626,0,15.662776605936994,Célibataire,0
19,Homme,82.92916479704135,3,13.626853424162631,Célibataire,0
19,Homme,87.82003974685503,1,13.644546233151924,Enfants à charge,0
19,Homme,80.43718906869056,5,12.238084060410594,Célibataire,0
20,Homme,70.43517359561186,5,10.75684592034429,Célibataire,0
21,Homme,87.16045886713138,4,14.350472147400232,Célibataire,0
21,Homme,69.70196019664178,7,9.239261857868586,Enfants à charge,1
22,Homme,84.45092763131625,3,13.266096936089786,Célibataire,0
21,Homme,74.05347968933752,4,13.470027422453326,Enfants à charge,1
23,Femme,100.0,0,17.414060152585936,Célibataire,0
20,Femme,92.29090177739778,0,16.44281431549837,Enfants à charge,0
26,Homme,85.84603033017184,1,13.95133638970381,Marié,0
22,Homme,95.10965342123735,2,15.437445576871625,Célibataire,0
19,Femme,78.22947218027412,4,13.186656993744041,Marié,0
18,Homme,89.34783502936074,2,15.81243078393504,Célibataire,0
21,Homme,86.59848346974971,0,12.288169607579569,Célibataire,0
20,Femme,87.11216065066937,1,12.80138279055056,Enfants à charge,0
22,Homme,95.17882800085414,1,16.63626830153077,Célibataire,0
21,Homme,90.85993682223842,2,14.20210116756696,Célibataire,0
20,Femme,87.30978930260018,2,13.274747606131948,Célibataire,0
19,Homme,71.76090051017363,6,9.559974089530439,Célibataire,1
17,Homme,77.3196296377643,6,11.092927744120535,Enfants à charge,0
20,Femme,84.0183285312342,2,12.050379996261306,Célibataire,0
22,Homme,85.74697899421321,2,15.803141121864458,Divorcé,0
21,Femme,75.9583702026086,5,11.621319478410717,Enfants à charge,0
18,Homme,100.0,2,15.792049458237281,Célibataire,0
21,Homme,97.13115244202858,0,16.407749541472118,Célibataire,0
21,Femme,89.81694656313987,2,15.284887153737548,Enfants à charge,0
19,Femme,85.57629489026996,2,14.632332390095133,Célibataire,0
21,Homme,83.30232824079079,3,14.21897118002619,Célibataire,0
21,Femme,77.38465231982211,3,11.62685229718246,Célibataire,0
18,Femme,85.6198441481509,2,13.395109817265775,Marié,0
21,Homme,87.062020321142,3,14.478334703613575,Marié,0
22,Homme,75.065915396147,8,10.382498247782433,Célibataire,0
23,Homme,87.67341133795918,3,13.795905068666652,Célibataire,0
23,Femme,83.757927609402,2,13.812452905835114,Enfants à charge,1
18,Femme,69.73753953698088,5,11.495816012857507,Marié,1
19,Femme,78.11691991376398,3,10.589857024694396,Marié,0
22,Femme,81.69115573262684,1,14.018419009782972,Marié,0
22,Homme,100.0,0,16.016275942148276,Célibataire,0
22,Femme,89.45242499627007,2,14.97532146030489,Marié,0
28,Homme,74.31614744720088,3,12.57435380943496,Célibataire,0
22,Femme,88.8882903153411,3,15.591158608420322,Célibataire,0
23,Homme,72.62156808849308,5,12.496688860895164,Marié,1
22,Homme,93.66152843109658,0,16.645800927274784,Célibataire,0
22,Homme,81.23100278545697,3,14.278320736984785,Divorcé,0
20,Femme,84.25091049008664,4,13.379015558328941,Célibataire,0
22,Homme,95.60637318033753,1,15.42314106408747,Enfants à charge,0
19,Homme,74.702691451326,5,12.328220800877235,Enfants à charge,0
20,Femme,73.82305451909608,4,12.255539129297434,Célibataire,0
20,Homme,80.33120538923197,4,12.190614571646535,Marié,0
21,Femme,93.30703080815454,0,15.650878030031448,Célibataire,0
25,Femme,72.84523139618526,3,11.541688242643195,Enfants à charge,1
17,Homme,62.342755215115446,9,7.9474803738072595,Célibataire,1
22,Homme,81.39072913272801,3,14.149070111285551,Marié,0
17,Femme,89.41392639928736,2,14.317288202423192,Célibataire,0
20,Homme,94.60209399791063,1,17.289022357385445,Célibataire,0
23,Femme,81.2947091033168,3,11.218714095297688,Célibataire,0
21,Femme,81.70858714307198,3,12.349509298617432,Célibataire,0
18,Femme,94.23120587404598,0,15.417319717797769,Marié,0
19,Homme,70.04206640243663,8,11.29369105799441,Marié,0
22,Femme,81.89183379853593,2,13.533244442382575,Marié,0
19,Homme,86.52339111940046,1,14.33898142209082,Célibataire,0
21,Homme,88.59374977028027,1,13.211798672987893,Célibataire,0
21,Homme,80.92154645447295,5,11.231290570941471,Célibataire,0
19,Homme,85.27552809364673,2,13.963833874336913,Enfants à charge,0
25,Femme,65.09338117269608,5,8.649901182086055,Divorcé,1
22,Homme,79.73401270132922,5,11.678224154910055,Célibataire,0
16,Femme,88.62806970043574,3,14.445127784151218,Célibataire,0
21,Femme,77.14164772596257,5,10.83892288661761,Célibataire,0
19,Homme,85.47187377271678,3,15.076137028269322,Marié,0
22,Femme,88.57498000642158,4,14.960183345201127,Marié,0
19,Femme,82.25960639313789,5,11.017520960632384,Marié,0
20,Homme,86.36371016797257,2,12.872185282013898,Célibataire,0
22,Femme,77.2981394777231,6,9.358943677163515,Marié,1
22,Femme,83.34710976243163,3,12.369475101816612,Marié,0
18,Femme,89.88172935671378,2,15.098647880079465,Célibataire,0
20,Femme,86.25578368774747,1,13.574472610887264,Marié,0
20,Homme,80.30774984348852,3,13.156959720139247,Célibataire,0
19,Femme,86.79373123432634,1,12.546725366867207,Célibataire,0
24,Femme,90.71687832509295,2,15.255507003345848,Enfants à charge,0
21,Femme,68.60046977138018,7,9.584961237778677,Célibataire,1
18,Femme,94.27259251964718,0,15.403058560229983,Enfants à charge,0
22,Homme,82.30996209055142,3,12.90361981218966,Marié,0
25,Femme,88.40391946592185,3,12.639039398995994,Célibataire,0
23,Homme,94.57797538916182,0,14.283611976634491,Marié,0
17,Femme,74.02661042215627,5,12.321786032326866,Marié,0
20,Homme,79.32447198057963,4,12.74766295458864,Célibataire,0
23,Homme,82.69161043299437,3,14.103790606502582,Célibataire,0
19,Homme,78.72997183100458,3,12.784154010153205,Célibataire,0
21,Homme,98.87949260669447,0,16.224914525813386,Célibataire,0
22,Homme,78.14582324938566,3,10.645862868741082,Célibataire,0
19,Femme,80.55562576410507,4,12.26297716785459,Célibataire,0
20,Femme,86.63511225282382,2,13.817882517519829,Célibataire,0
14,Femme,75.3828037913913,4,13.710527766981269,Enfants à charge,0
18,Homme,81.8345543059499,3,13.612139777991162,Célibataire,0
20,Femme,87.5396260900014,2,15.51700509520974,Marié,0
18,Homme,82.3371167649399,4,13.398105220635713,Marié,0
24,Homme,84.2529051288004,2,12.776632542370582,Marié,0
18,Femme,80.76534310041303,2,13.081925681211805,Célibataire,0
20,Femme,72.88423752655386,6,11.218859275247311,Enfants à charge,0
21,Homme,87.5727456907139,2,13.046756283836404,Marié,0
23,Homme,99.03946457317794,0,15.72153230938377,Enfants à charge,0
18,Femme,85.14721304626751,4,13.016314963262955,Célibataire,0
23,Femme,86.8021129379804,2,15.475936773262177,Célibataire,0
21,Femme,90.54178204093488,2,12.350526780749252,Marié,0
19,Femme,74.84535602762641,3,13.082621824860006,Célibataire,0
21,Homme,98.62011726503684,0,15.106222354796142,Célibataire,0
21,Femme,86.61863037138242,3,12.270715368437749,Célibataire,0
19,Femme,98.05485519271286,0,17.138170408945392,Marié,0
21,Femme,79.13573603580808,4,13.052258474605592,Divorcé,0
20,Homme,99.54449538046259,0,17.43619300945058,Célibataire,0
21,Homme,91.20124395227826,1,15.530888540387316,Enfants à charge,0
22,Homme,89.42432068681887,3,16.123493104760232,Marié,0
24,Homme,86.87219563482519,2,14.439553182168265,Célibataire,0
18,Femme,83.01177105540441,4,12.745288282187502,Enfants à charge,0
25,Homme,94.60425326779098,0,15.783564367489989,Enfants à charge,0
17,Femme,86.12287895878437,2,15.01190097216362,Marié,0
20,Femme,69.26344237130279,6,9.6601410304353,Célibataire,1
22,Femme,76.06250830634399,3,11.407487663420218,Marié,0
21,Femme,83.51323398245802,4,12.668025082770795,Célibataire,0
19,Homme,87.47999186532444,4,11.467415981033334,Célibataire,0
20,Homme,84.54729208880083,3,13.470172221737672,Célibataire,0
20,Homme,94.75176631834931,1,13.376636243801372,Enfants à charge,0
19,Femme,69.391185087691,6,10.511737076086268,Enfants à charge,1
22,Femme,86.14870349204128,2,14.63759527994144,Célibataire,0
21,Femme,70.45616619690276,4,10.541548468891579,Célibataire,1
19,Femme,91.07769836387335,1,16.388770624767876,Enfants à charge,0
22,Femme,84.24433028446398,1,12.226148643251111,Célibataire,0
21,Homme,88.35687977619294,4,14.894792648060772,Marié,0
22,Femme,78.08893631528187,4,12.8384775036992,Célibataire,0
22,Homme,95.235719453262,0,13.819324669678613,Célibataire,0
19,Femme,93.33379731247081,2,17.560863895911154,Divorcé,0
19,Femme,89.6683544240951,0,14.636507878110299,Célibataire,0
22,Homme,83.96386202509247,2,12.567095281608239,Célibataire,0
22,Homme,89.63885828236106,2,12.888741547570142,Célibataire,0
20,Femme,79.3448594561012,5,11.931710890755507,Enfants à charge,1
21,Femme,91.8444452721657,2,14.499259918434895,Enfants à charge,0
23,Femme,98.19584715459136,0,16.08202260172837,Célibataire,0
19,Femme,93.5648844798335,1,14.786936515751066,Célibataire,0
22,Homme,79.16318024154073,4,12.957702346346203,Marié,0
20,Femme,87.89133853818483,2,13.646070948064477,Célibataire,0
20,Homme,74.65486764993082,4,9.713266030249152,Marié,1
23,Femme,89.5791224894054,2,14.137506877761169,Célibataire,0
22,Homme,88.6048273029003,1,11.973246442061768,Célibataire,0
22,Homme,70.04146928374269,6,10.909991023452793,Marié,0
23,Femme,75.70572924870109,4,10.826559157022526,Célibataire,0
21,Homme,82.73488882604987,5,12.823593678823281,Enfants à charge,0
22,Femme,82.59312202287339,3,14.353043284955612,Célibataire,0
20,Homme,75.32418451664955,3,10.999878982229433,Célibataire,0
21,Femme,88.11182983481747,2,15.12803073373474,Divorcé,0
20,Homme,87.01178887152409,3,13.26837876404246,Célibataire,0
21,Femme,83.44584694417185,4,14.720071843691363,Marié,0
22,Femme,78.9536679987331,3,12.12789758661175,Célibataire,0
19,Homme,93.3896570113325,0,14.417955566193184,Marié,0
25,Homme,98.24325690470636,1,16.473726986101244,Marié,0
18,Homme,81.1315081292277,2,12.583936489760518,Célibataire,0
18,Homme,80.10266466276144,3,11.823950185285208,Enfants à charge,0
23,Femme,88.92966132329597,1,13.911609347790606,Marié,0
22,Homme,82.13576496202411,3,12.925758212120616,Célibataire,0
22,Femme,83.88482239469413,3,14.574903490448973,Marié,0
22,Homme,90.91722521379737,1,12.753496036610029,Marié,0
20,Femme,69.72515129994166,5,10.73185335394167,Célibataire,1
19,Femme,95.54641859882136,0,16.206866384477248,Célibataire,0
21,Femme,85.58144419463473,3,13.680665204187006,Célibataire,0
19,Femme,81.70805484350255,3,14.216073395958917,Célibataire,0
22,Homme,84.2861267662284,3,13.218573685175738,Marié,0
20,Homme,84.69943484016414,3,13.170363783838676,Célibataire,0
19,Femme,71.1503895724406,6,11.314887982879434,Enfants à charge,0
20,Homme,96.95950581962589,1,15.693239687895234,Célibataire,0
21,Homme,85.33060505816495,1,13.459182020444272,Célibataire,0
19,Femme,88.544017043579,2,14.647746596123229,Marié,0
19,Homme,92.61239816459235,1,14.289331431472208,Marié,0
21,Homme,76.83070033951759,5,11.163427898908312,Marié,0
21,Homme,88.78777519228183,1,13.840172257076661,Célibataire,0
19,Femme,82.85887127280965,2,14.631899851087855,Célibataire,0
20,Homme,91.77416620173194,1,11.595108574274079,Célibataire,0
21,Femme,67.98218063718804,6,10.64292593034115,Divorcé,0
18,Homme,84.20724559806985,4,13.115358653910699,Célibataire,0
18,Homme,80.1774347537283,3,10.995744753821127,Enfants à charge,0
19,Homme,88.45810360507325,3,14.228442319896988,Marié,0
20,Femme,88.76035349894562,2,14.639805016673375,Célibataire,0
21,Femme,79.33899284142379,4,12.940488157570968,Marié,0
23,Homme,79.30260908659164,3,9.893563299943798,Enfants à charge,1
22,Femme,84.11467705154136,3,14.633590969585644,Enfants à charge,0
20,Homme,77.82686218147833,4,11.386292622536908,Célibataire,0
20,Femme,91.73586956361702,3,15.09694818129573,Célibataire,0
18,Femme,82.04634239642043,2,13.89802514014535,Célibataire,0
20,Homme,61.744094245426865,8,8.034917051194737,Célibataire,1
20,Homme,82.00142354702555,3,13.610673484405384,Marié,0
21,Homme,76.69164943324822,3,11.768254174074874,Enfants à charge,0
19,Homme,71.94979347631244,5,8.97109184210871,Célibataire,1
22,Femme,75.10058689421942,5,12.68282995966069,Marié,0
24,Femme,85.87526777466375,5,12.356245203183322,Marié,0
20,Femme,95.62912662598585,0,14.739875531159823,Célibataire,0
21,Homme,87.50547579091985,1,13.772755500601257,Célibataire,0
22,Homme,80.14797289427408,4,12.7444326594685,Marié,0
20,Femme,88.64723356136562,0,14.489814623382742,Enfants à charge,0
21,Homme,81.32727751824807,3,13.397158552444381,Marié,0
21,Femme,79.44319704669485,4,11.026990190475567,Célibataire,0
21,Femme,75.76509865413612,5,10.872378427689684,Célibataire,0
19,Femme,70.98536954598625,6,10.581808359576403,Célibataire,0
21,Femme,81.88061034752444,3,14.829978844787371,Marié,0
21,Femme,86.26442791936105,2,13.6758516494904,Marié,0
23,Homme,84.22701063988089,2,14.569273859643763,Célibataire,0
22,Homme,81.67226457642113,2,13.139394855247486,Enfants à charge,0
25,Homme,77.43403151442575,4,11.581446089726295,Marié,0
19,Femme,89.86596953347974,0,14.483171005907522,Marié,0
22,Femme,74.46294464042732,4,11.451021984035217,Divorcé,1
21,Femme,91.2082233107478,0,15.534879235572907,Célibataire,0
25,Femme,76.9822638485862,5,13.171950844864485,Enfants à charge,0
19,Homme,78.98051810117572,6,12.256758562862679,Célibataire,0
19,Homme,73.26571847507458,4,12.626935450002941,Célibataire,0
19,Femme,80.9887828249149,1,12.233527686107552,Enfants à charge,0
16,Femme,92.80249966782384,1,14.555744441359547,Enfants à charge,0
19,Femme,89.12502470755165,2,13.49445117192508,Marié,0
19,Homme,92.82737689622428,1,15.288551125308496,Marié,0
21,Homme,89.17714036747148,1,14.06761266994131,Marié,0
21,Homme,76.17064137175704,4,12.60536914279775,Enfants à charge,0
24,Femme,82.35368620537955,3,12.07205121917449,Célibataire,0
22,Femme,78.7584069670603,5,12.106792018380325,Enfants à charge,0
19,Homme,95.64459923231232,0,16.283547795859104,Célibataire,0
19,Femme,75.42569082858951,4,9.698550849247816,Célibataire,0
21,Homme,92.14958151511289,1,16.994068534597137,Célibataire,0
18,Femme,92.14363096087015,0,14.788392759250646,Marié,0
24,Homme,99.6369616137287,1,13.970504328383134,Enfants à charge,0
23,Femme,81.72250725896401,3,13.066469987421389,Marié,0
20,Homme,90.6985772766413,1,14.688230059469346,Divorcé,0
17,Homme,100.0,0,16.168105620427507,Célibataire,0
23,Homme,80.05886658453042,3,13.65002110060623,Marié,0
20,Homme,72.71967801974112,3,12.305396674388225,Enfants à charge,0
23,Homme,69.95991972873789,5,11.041864150334527,Marié,0
17,Homme,90.70169623089065,2,14.905410068580244,Marié,0
19,Femme,69.93479833553133,5,10.635861300891612,Marié,0
21,Femme,82.02144757649661,2,14.92870798571454,Enfants à charge,0
21,Femme,88.49850549631168,3,12.445579806088986,Enfants à charge,0
20,Homme,86.48140429463932,2,13.961862318411793,Célibataire,0
22,Homme,88.40355891347338,1,14.375558468209787,Enfants à charge,0
18,Femme,86.77831884640683,2,14.680028233025617,Célibataire,0
20,Homme,95.23092650650715,1,14.490785098551173,Célibataire,0
21,Homme,77.38146895408963,6,9.913547740716908,Enfants à charge,0
22,Homme,79.58403889233175,4,12.544428849947955,Célibataire,0
22,Homme,78.81872443783341,5,12.354039157893617,Enfants à charge,0
18,Homme,91.64153449490088,1,16.28582958368278,Célibataire,0
17,Femme,92.2031887071605,0,13.81011625974899,Célibataire,0
23,Femme,88.60980255454807,2,15.29616414989893,Célibataire,0
21,Femme,94.46794933511943,1,17.58760676429504,Célibataire,0
19,Femme,75.57567306098895,3,11.608586071625865,Marié,0
24,Femme,98.3377928924091,0,14.709726714368141,Célibataire,0
21,Homme,97.18590897369806,0,15.420911979681339,Célibataire,0
23,Homme,90.88497597796598,2,14.496751364066277,Célibataire,0
21,Homme,99.25439127016848,0,16.70194656553219,Célibataire,0
25,Homme,71.74701433857781,5,10.420657420948626,Marié,1
24,Femme,80.80441490989878,3,14.32586077063216,Célibataire,0
20,Femme,79.11757231454438,3,11.403103532173596,Marié,0
22,Femme,90.77183459005875,0,13.12657003633601,Enfants à charge,0
22,Homme,76.59887408318284,6,12.646541536764744,Marié,1
23,Femme,91.05996119469988,1,12.434373147998782,Enfants à charge,0
19,Homme,95.9642891519737,0,15.440513603923339,Célibataire,0
22,Femme,90.56162320067199,0,17.951924609308847,Célibataire,0
23,Femme,87.27000818929201,5,13.328457675433869,Enfants à charge,0
17,Homme,77.097013272794,3,11.09378434022285,Marié,0
18,Homme,78.22519227099708,3,12.32638137686277,Marié,0
16,Femme,94.99695124237333,1,15.248741897736467,Marié,0
20,Femme,91.23479203124266,2,14.695868745039515,Célibataire,0
22,Homme,84.68784384497965,4,13.815439558906567,Célibataire,0
24,Femme,81.65672363387287,5,11.459397376713191,Marié,0
21,Femme,68.79353701510898,6,12.056578607503143,Marié,1
24,Homme,76.43318065052449,3,12.36009138195129,Célibataire,0
18,Femme,100.0,0,16.976794046401803,Enfants à charge,0
17,Homme,74.75635543198027,5,10.835303915041397,Célibataire,1
